currency,date,rates
HKD,2017-11-23,0.41881
HRK,2017-11-23,0.343
HUF,2017-11-23,14.17
IDR,2017-11-23,722.99
ILS,2017-11-23,0.18832
INR,2017-11-23,3.4632
JPY,2017-11-23,5.9652
KRW,2017-11-23,58.145
MYR,2017-11-23,0.22031
NOK,2017-11-23,0.43631
NZD,2017-11-23,0.077844
PHP,2017-11-23,2.7099
PLN,2017-11-23,0.19067
RON,2017-11-23,0.21057
RUB,2017-11-23,3.1338
SEK,2017-11-23,0.44557
SGD,2017-11-23,0.072181
THB,2017-11-23,1.7523
TRY,2017-11-23,0.21011
USD,2017-11-23,0.053628
ZAR,2017-11-23,0.74417
AUD,2017-11-22,0.070156
BGN,2017-11-22,0.088506
BRL,2017-11-22,0.17326
CAD,2017-11-22,0.067739
CHF,2017-11-22,0.052534
CNY,2017-11-22,0.35186
CZK,2017-11-22,1.1525
DKK,2017-11-22,0.33677
EUR,2017-11-22,0.045253
GBP,2017-11-22,0.040189
HKD,2017-11-22,0.41531
HRK,2017-11-22,0.34288
HUF,2017-11-22,14.189
IDR,2017-11-22,718.62
ILS,2017-11-22,0.18731
INR,2017-11-22,3.4506
JPY,2017-11-22,5.9557
KRW,2017-11-22,57.933
MYR,2017-11-22,0.21854
NOK,2017-11-22,0.4377
NZD,2017-11-22,0.077758
PHP,2017-11-22,2.6925
PLN,2017-11-22,0.19076
RON,2017-11-22,0.21054
RUB,2017-11-22,3.1201
SEK,2017-11-22,0.44718
SGD,2017-11-22,0.071884
THB,2017-11-22,1.7407
TRY,2017-11-22,0.21068
USD,2017-11-22,0.053168
ZAR,2017-11-22,0.73803
AUD,2017-11-21,0.069657
BGN,2017-11-21,0.088087
BRL,2017-11-21,0.17208
CAD,2017-11-21,0.067585
CHF,2017-11-21,0.05243
CNY,2017-11-21,0.35007
CZK,2017-11-21,1.15
DKK,2017-11-21,0.33515
EUR,2017-11-21,0.045039
GBP,2017-11-21,0.039859
HKD,2017-11-21,0.41231
HRK,2017-11-21,0.34072
HUF,2017-11-21,14.094
IDR,2017-11-21,713.91
ILS,2017-11-21,0.18624
INR,2017-11-21,3.4261
JPY,2017-11-21,5.9393
KRW,2017-11-21,57.501
MYR,2017-11-21,0.21808
NOK,2017-11-21,0.43638
NZD,2017-11-21,0.077381
PHP,2017-11-21,2.6724
PLN,2017-11-21,0.19047
RON,2017-11-21,0.20974
RUB,2017-11-21,3.1328
SEK,2017-11-21,0.44802
SGD,2017-11-21,0.071513
THB,2017-11-21,1.7298
TRY,2017-11-21,0.20855
USD,2017-11-21,0.052777
ZAR,2017-11-21,0.7431
AUD,2017-11-20,0.069766
BGN,2017-11-20,0.087512
BRL,2017-11-20,0.17177
CAD,2017-11-20,0.067412
CHF,2017-11-20,0.052244
CNY,2017-11-20,0.3497
CZK,2017-11-20,1.144
DKK,2017-11-20,0.33296
EUR,2017-11-20,0.044745
GBP,2017-11-20,0.039796
HKD,2017-11-20,0.41181
HRK,2017-11-20,0.33848
HUF,2017-11-20,13.98
IDR,2017-11-20,712.92
ILS,2017-11-20,0.18523
INR,2017-11-20,3.4318
JPY,2017-11-20,5.9108
KRW,2017-11-20,57.77
MYR,2017-11-20,0.21866
NOK,2017-11-20,0.43536
NZD,2017-11-20,0.077153
PHP,2017-11-20,2.674
PLN,2017-11-20,0.18932
RON,2017-11-20,0.20813
RUB,2017-11-20,3.1387
SEK,2017-11-20,0.44559
SGD,2017-11-20,0.071466
THB,2017-11-20,1.7274
TRY,2017-11-20,0.20677
USD,2017-11-20,0.052714
ZAR,2017-11-20,0.74088
AUD,2017-11-19,0.069599
BGN,2017-11-19,0.087079
BRL,2017-11-19,0.17212
CAD,2017-11-19,0.067021
CHF,2017-11-19,0.052075
CNY,2017-11-19,0.34835
CZK,2017-11-19,1.1393
DKK,2017-11-19,0.3313
EUR,2017-11-19,0.044524
GBP,2017-11-19,0.039797
HKD,2017-11-19,0.41026
HRK,2017-11-19,0.33688
HUF,2017-11-19,13.873
IDR,2017-11-19,710.42
ILS,2017-11-19,0.18461
INR,2017-11-19,3.4142
JPY,2017-11-19,5.9136
KRW,2017-11-19,57.573
MYR,2017-11-19,0.21852
NOK,2017-11-19,0.4326
NZD,2017-11-19,0.077346
PHP,2017-11-19,2.6693
PLN,2017-11-19,0.18852
RON,2017-11-19,0.2069
RUB,2017-11-19,3.1187
SEK,2017-11-19,0.44276
SGD,2017-11-19,0.071229
THB,2017-11-19,1.7241
TRY,2017-11-19,0.20412
USD,2017-11-19,0.052516
ZAR,2017-11-19,0.73589
AUD,2017-11-18,0.069599
BGN,2017-11-18,0.087079
BRL,2017-11-18,0.17212
CAD,2017-11-18,0.067021
CHF,2017-11-18,0.052075
CNY,2017-11-18,0.34835
CZK,2017-11-18,1.1393
DKK,2017-11-18,0.3313
EUR,2017-11-18,0.044524
GBP,2017-11-18,0.039797
HKD,2017-11-18,0.41026
HRK,2017-11-18,0.33688
HUF,2017-11-18,13.873
IDR,2017-11-18,710.42
ILS,2017-11-18,0.18461
INR,2017-11-18,3.4142
JPY,2017-11-18,5.9136
KRW,2017-11-18,57.573
MYR,2017-11-18,0.21852
NOK,2017-11-18,0.4326
NZD,2017-11-18,0.077346
PHP,2017-11-18,2.6693
PLN,2017-11-18,0.18852
RON,2017-11-18,0.2069
RUB,2017-11-18,3.1187
SEK,2017-11-18,0.44276
SGD,2017-11-18,0.071229
THB,2017-11-18,1.7241
TRY,2017-11-18,0.20412
USD,2017-11-18,0.052516
ZAR,2017-11-18,0.73589
AUD,2017-11-17,0.069599
BGN,2017-11-17,0.087079
BRL,2017-11-17,0.17212
CAD,2017-11-17,0.067021
CHF,2017-11-17,0.052075
CNY,2017-11-17,0.34835
CZK,2017-11-17,1.1393
DKK,2017-11-17,0.3313
EUR,2017-11-17,0.044524
GBP,2017-11-17,0.039797
HKD,2017-11-17,0.41026
HRK,2017-11-17,0.33688
HUF,2017-11-17,13.873
IDR,2017-11-17,710.42
ILS,2017-11-17,0.18461
INR,2017-11-17,3.4142
JPY,2017-11-17,5.9136
KRW,2017-11-17,57.573
MYR,2017-11-17,0.21852
NOK,2017-11-17,0.4326
NZD,2017-11-17,0.077346
PHP,2017-11-17,2.6693
PLN,2017-11-17,0.18852
RON,2017-11-17,0.2069
RUB,2017-11-17,3.1187
SEK,2017-11-17,0.44276
SGD,2017-11-17,0.071229
THB,2017-11-17,1.7241
TRY,2017-11-17,0.20412
USD,2017-11-17,0.052516
ZAR,2017-11-17,0.73589
AUD,2017-11-16,0.068822
BGN,2017-11-16,0.086801
BRL,2017-11-16,0.17122
CAD,2017-11-16,0.066683
CHF,2017-11-16,0.051864
CNY,2017-11-16,0.34646
CZK,2017-11-16,1.1343
DKK,2017-11-16,0.33028
EUR,2017-11-16,0.044381
GBP,2017-11-16,0.039581
HKD,2017-11-16,0.40795
HRK,2017-11-16,0.3358
HUF,2017-11-16,13.87
IDR,2017-11-16,706.51
ILS,2017-11-16,0.18393
INR,2017-11-16,3.4125
JPY,2017-11-16,5.908
KRW,2017-11-16,57.323
MYR,2017-11-16,0.21813
NOK,2017-11-16,0.42852
NZD,2017-11-16,0.076354
PHP,2017-11-16,2.6534
PLN,2017-11-16,0.18791
RON,2017-11-16,0.20588
RUB,2017-11-16,3.1265
SEK,2017-11-16,0.43879
SGD,2017-11-16,0.070881
THB,2017-11-16,1.7219
TRY,2017-11-16,0.20178
USD,2017-11-16,0.052241
ZAR,2017-11-16,0.74583
AUD,2017-11-15,0.068676
BGN,2017-11-15,0.0862
BRL,2017-11-15,0.16964
CAD,2017-11-15,0.066565
CHF,2017-11-15,0.051457
CNY,2017-11-15,0.34556
CZK,2017-11-15,1.1313
DKK,2017-11-15,0.32803
EUR,2017-11-15,0.044074
GBP,2017-11-15,0.039627
HKD,2017-11-15,0.4074
HRK,2017-11-15,0.33299
HUF,2017-11-15,13.756
IDR,2017-11-15,706.29
ILS,2017-11-15,0.18444
INR,2017-11-15,3.4032
JPY,2017-11-15,5.8817
KRW,2017-11-15,57.57
MYR,2017-11-15,0.21761
NOK,2017-11-15,0.42977
NZD,2017-11-15,0.075565
PHP,2017-11-15,2.6523
PLN,2017-11-15,0.1872
RON,2017-11-15,0.20429
RUB,2017-11-15,3.1406
SEK,2017-11-15,0.43954
SGD,2017-11-15,0.070752
THB,2017-11-15,1.7231
TRY,2017-11-15,0.20265
USD,2017-11-15,0.052184
ZAR,2017-11-15,0.75019
AUD,2017-11-14,0.068493
BGN,2017-11-14,0.087207
BRL,2017-11-14,0.17161
CAD,2017-11-14,0.066585
CHF,2017-11-14,0.051915
CNY,2017-11-14,0.34757
CZK,2017-11-14,1.14
DKK,2017-11-14,0.33181
EUR,2017-11-14,0.044589
GBP,2017-11-14,0.039945
HKD,2017-11-14,0.40864
HRK,2017-11-14,0.33674
HUF,2017-11-14,13.91
IDR,2017-11-14,709.81
ILS,2017-11-14,0.18554
INR,2017-11-14,3.4251
JPY,2017-11-14,5.9433
KRW,2017-11-14,58.389
MYR,2017-11-14,0.21964
NOK,2017-11-14,0.42771
NZD,2017-11-14,0.076212
PHP,2017-11-14,2.6785
PLN,2017-11-14,0.18897
RON,2017-11-14,0.20731
RUB,2017-11-14,3.1285
SEK,2017-11-14,0.44101
SGD,2017-11-14,0.071244
THB,2017-11-14,1.7314
TRY,2017-11-14,0.20278
USD,2017-11-14,0.05237
ZAR,2017-11-14,0.75324
AUD,2017-11-13,0.068266
BGN,2017-11-13,0.087516
BRL,2017-11-13,0.17166
CAD,2017-11-13,0.066265
CHF,2017-11-13,0.051866
CNY,2017-11-13,0.34638
CZK,2017-11-13,1.144
DKK,2017-11-13,0.33299
EUR,2017-11-13,0.044747
GBP,2017-11-13,0.039833
HKD,2017-11-13,0.40677
HRK,2017-11-13,0.33784
HUF,2017-11-13,13.963
IDR,2017-11-13,707.49
ILS,2017-11-13,0.18479
INR,2017-11-13,3.4138
JPY,2017-11-13,5.9097
KRW,2017-11-13,58.394
MYR,2017-11-13,0.21861
NOK,2017-11-13,0.4247
NZD,2017-11-13,0.075519
PHP,2017-11-13,2.6725
PLN,2017-11-13,0.1895
RON,2017-11-13,0.20835
RUB,2017-11-13,3.1023
SEK,2017-11-13,0.4372
SGD,2017-11-13,0.071
THB,2017-11-13,1.7243
TRY,2017-11-13,0.20278
USD,2017-11-13,0.052157
ZAR,2017-11-13,0.75931
AUD,2017-11-12,0.068381
BGN,2017-11-12,0.088004
BRL,2017-11-12,0.17136
CAD,2017-11-12,0.066442
CHF,2017-11-12,0.052155
CNY,2017-11-12,0.34833
CZK,2017-11-12,1.1493
DKK,2017-11-12,0.33486
EUR,2017-11-12,0.044996
GBP,2017-11-12,0.039763
HKD,2017-11-12,0.40915
HRK,2017-11-12,0.33943
HUF,2017-11-12,14.039
IDR,2017-11-12,710.27
ILS,2017-11-12,0.18552
INR,2017-11-12,3.417
JPY,2017-11-12,5.9431
KRW,2017-11-12,58.698
MYR,2017-11-12,0.2198
NOK,2017-11-12,0.42549
NZD,2017-11-12,0.075504
PHP,2017-11-12,2.6869
PLN,2017-11-12,0.19037
RON,2017-11-12,0.20938
RUB,2017-11-12,3.1065
SEK,2017-11-12,0.4384
SGD,2017-11-12,0.071337
THB,2017-11-12,1.7373
TRY,2017-11-12,0.20292
USD,2017-11-12,0.052439
ZAR,2017-11-12,0.75405
AUD,2017-11-11,0.068381
BGN,2017-11-11,0.088004
BRL,2017-11-11,0.17136
CAD,2017-11-11,0.066442
CHF,2017-11-11,0.052155
CNY,2017-11-11,0.34833
CZK,2017-11-11,1.1493
DKK,2017-11-11,0.33486
EUR,2017-11-11,0.044996
GBP,2017-11-11,0.039763
HKD,2017-11-11,0.40915
HRK,2017-11-11,0.33943
HUF,2017-11-11,14.039
IDR,2017-11-11,710.27
ILS,2017-11-11,0.18552
INR,2017-11-11,3.417
JPY,2017-11-11,5.9431
KRW,2017-11-11,58.698
MYR,2017-11-11,0.2198
NOK,2017-11-11,0.42549
NZD,2017-11-11,0.075504
PHP,2017-11-11,2.6869
PLN,2017-11-11,0.19037
RON,2017-11-11,0.20938
RUB,2017-11-11,3.1065
SEK,2017-11-11,0.4384
SGD,2017-11-11,0.071337
THB,2017-11-11,1.7373
TRY,2017-11-11,0.20292
USD,2017-11-11,0.052439
ZAR,2017-11-11,0.75405
AUD,2017-11-10,0.068381
BGN,2017-11-10,0.088004
BRL,2017-11-10,0.17136
CAD,2017-11-10,0.066442
CHF,2017-11-10,0.052155
CNY,2017-11-10,0.34833
CZK,2017-11-10,1.1493
DKK,2017-11-10,0.33486
EUR,2017-11-10,0.044996
GBP,2017-11-10,0.039763
HKD,2017-11-10,0.40915
HRK,2017-11-10,0.33943
HUF,2017-11-10,14.039
IDR,2017-11-10,710.27
ILS,2017-11-10,0.18552
INR,2017-11-10,3.417
JPY,2017-11-10,5.9431
KRW,2017-11-10,58.698
MYR,2017-11-10,0.2198
NOK,2017-11-10,0.42549
NZD,2017-11-10,0.075504
PHP,2017-11-10,2.6869
PLN,2017-11-10,0.19037
RON,2017-11-10,0.20938
RUB,2017-11-10,3.1065
SEK,2017-11-10,0.4384
SGD,2017-11-10,0.071337
THB,2017-11-10,1.7373
TRY,2017-11-10,0.20292
USD,2017-11-10,0.052439
ZAR,2017-11-10,0.75405
AUD,2017-11-09,0.068087
BGN,2017-11-09,0.087933
BRL,2017-11-09,0.16978
CAD,2017-11-09,0.066446
CHF,2017-11-09,0.052104
CNY,2017-11-09,0.34706
CZK,2017-11-09,1.1477
DKK,2017-11-09,0.3346
EUR,2017-11-09,0.04496
GBP,2017-11-09,0.039849
HKD,2017-11-09,0.40779
HRK,2017-11-09,0.33893
HUF,2017-11-09,14.031
IDR,2017-11-09,707.22
ILS,2017-11-09,0.18378
INR,2017-11-09,3.3972
JPY,2017-11-09,5.9235
KRW,2017-11-09,58.443
MYR,2017-11-09,0.21936
NOK,2017-11-09,0.42503
NZD,2017-11-09,0.075151
PHP,2017-11-09,2.6795
PLN,2017-11-09,0.19039
RON,2017-11-09,0.20861
RUB,2017-11-09,3.1055
SEK,2017-11-09,0.43771
SGD,2017-11-09,0.071122
THB,2017-11-09,1.7307
TRY,2017-11-09,0.20215
USD,2017-11-09,0.052288
ZAR,2017-11-09,0.74323
AUD,2017-11-08,0.068292
BGN,2017-11-08,0.08849
BRL,2017-11-08,0.1704
CAD,2017-11-08,0.06675
CHF,2017-11-08,0.052398
CNY,2017-11-08,0.34765
CZK,2017-11-08,1.1565
DKK,2017-11-08,0.33677
EUR,2017-11-08,0.045245
GBP,2017-11-08,0.039999
HKD,2017-11-08,0.40885
HRK,2017-11-08,0.3411
HUF,2017-11-08,14.11
IDR,2017-11-08,708.85
ILS,2017-11-08,0.18416
INR,2017-11-08,3.4078
JPY,2017-11-08,5.9515
KRW,2017-11-08,58.379
MYR,2017-11-08,0.22152
NOK,2017-11-08,0.4286
NZD,2017-11-08,0.075667
PHP,2017-11-08,2.687
PLN,2017-11-08,0.19157
RON,2017-11-08,0.20939
RUB,2017-11-08,3.1091
SEK,2017-11-08,0.44018
SGD,2017-11-08,0.071423
THB,2017-11-08,1.7362
TRY,2017-11-08,0.20383
USD,2017-11-08,0.052439
ZAR,2017-11-08,0.74391
AUD,2017-11-07,0.06847
BGN,2017-11-07,0.088614
BRL,2017-11-07,0.17137
CAD,2017-11-07,0.06688
CHF,2017-11-07,0.052363
CNY,2017-11-07,0.34774
CZK,2017-11-07,1.1595
DKK,2017-11-07,0.3372
EUR,2017-11-07,0.045308
GBP,2017-11-07,0.039889
HKD,2017-11-07,0.40878
HRK,2017-11-07,0.3417
HUF,2017-11-07,14.09
IDR,2017-11-07,708.67
ILS,2017-11-07,0.18411
INR,2017-11-07,3.4048
JPY,2017-11-07,5.9821
KRW,2017-11-07,58.23
MYR,2017-11-07,0.22123
NOK,2017-11-07,0.42836
NZD,2017-11-07,0.075742
PHP,2017-11-07,2.6925
PLN,2017-11-07,0.19209
RON,2017-11-07,0.20817
RUB,2017-11-07,3.083
SEK,2017-11-07,0.4415
SGD,2017-11-07,0.07146
THB,2017-11-07,1.7355
TRY,2017-11-07,0.20241
USD,2017-11-07,0.052385
ZAR,2017-11-07,0.74242
AUD,2017-11-06,0.068293
BGN,2017-11-06,0.088338
BRL,2017-11-06,0.17242
CAD,2017-11-06,0.066789
CHF,2017-11-06,0.052362
CNY,2017-11-06,0.34729
CZK,2017-11-06,1.1568
DKK,2017-11-06,0.33613
EUR,2017-11-06,0.045167
GBP,2017-11-06,0.039923
HKD,2017-11-06,0.40847
HRK,2017-11-06,0.34045
HUF,2017-11-06,14.054
IDR,2017-11-06,707.54
ILS,2017-11-06,0.18393
INR,2017-11-06,3.3855
JPY,2017-11-06,5.9752
KRW,2017-11-06,58.211
MYR,2017-11-06,0.22173
NOK,2017-11-06,0.42629
NZD,2017-11-06,0.075867
PHP,2017-11-06,2.6748
PLN,2017-11-06,0.19154
RON,2017-11-06,0.20729
RUB,2017-11-06,3.0864
SEK,2017-11-06,0.44121
SGD,2017-11-06,0.071436
THB,2017-11-06,1.7361
TRY,2017-11-06,0.20242
USD,2017-11-06,0.052349
ZAR,2017-11-06,0.74345
AUD,2017-11-05,0.068576
BGN,2017-11-05,0.08833
BRL,2017-11-05,0.17167
CAD,2017-11-05,0.066977
CHF,2017-11-05,0.052547
CNY,2017-11-05,0.34866
CZK,2017-11-05,1.1585
DKK,2017-11-05,0.33611
EUR,2017-11-05,0.045163
GBP,2017-11-05,0.04016
HKD,2017-11-05,0.41077
HRK,2017-11-05,0.34024
HUF,2017-11-05,14.014
IDR,2017-11-05,710.37
ILS,2017-11-05,0.18444
INR,2017-11-05,3.3969
JPY,2017-11-05,5.9986
KRW,2017-11-05,58.653
MYR,2017-11-05,0.2228
NOK,2017-11-05,0.42834
NZD,2017-11-05,0.07586
PHP,2017-11-05,2.6928
PLN,2017-11-05,0.19141
RON,2017-11-05,0.20765
RUB,2017-11-05,3.0844
SEK,2017-11-05,0.4422
SGD,2017-11-05,0.071601
THB,2017-11-05,1.7437
TRY,2017-11-05,0.2029
USD,2017-11-05,0.052647
ZAR,2017-11-05,0.74374
AUD,2017-11-04,0.068576
BGN,2017-11-04,0.08833
BRL,2017-11-04,0.17167
CAD,2017-11-04,0.066977
CHF,2017-11-04,0.052547
CNY,2017-11-04,0.34866
CZK,2017-11-04,1.1585
DKK,2017-11-04,0.33611
EUR,2017-11-04,0.045163
GBP,2017-11-04,0.04016
HKD,2017-11-04,0.41077
HRK,2017-11-04,0.34024
HUF,2017-11-04,14.014
IDR,2017-11-04,710.37
ILS,2017-11-04,0.18444
INR,2017-11-04,3.3969
JPY,2017-11-04,5.9986
KRW,2017-11-04,58.653
MYR,2017-11-04,0.2228
NOK,2017-11-04,0.42834
NZD,2017-11-04,0.07586
PHP,2017-11-04,2.6928
PLN,2017-11-04,0.19141
RON,2017-11-04,0.20765
RUB,2017-11-04,3.0844
SEK,2017-11-04,0.4422
SGD,2017-11-04,0.071601
THB,2017-11-04,1.7437
TRY,2017-11-04,0.2029
USD,2017-11-04,0.052647
ZAR,2017-11-04,0.74374
AUD,2017-11-03,0.068576
BGN,2017-11-03,0.08833
BRL,2017-11-03,0.17167
CAD,2017-11-03,0.066977
CHF,2017-11-03,0.052547
CNY,2017-11-03,0.34866
CZK,2017-11-03,1.1585
DKK,2017-11-03,0.33611
EUR,2017-11-03,0.045163
GBP,2017-11-03,0.04016
HKD,2017-11-03,0.41077
HRK,2017-11-03,0.34024
HUF,2017-11-03,14.014
IDR,2017-11-03,710.37
ILS,2017-11-03,0.18444
INR,2017-11-03,3.3969
JPY,2017-11-03,5.9986
KRW,2017-11-03,58.653
MYR,2017-11-03,0.2228
NOK,2017-11-03,0.42834
NZD,2017-11-03,0.07586
PHP,2017-11-03,2.6928
PLN,2017-11-03,0.19141
RON,2017-11-03,0.20765
RUB,2017-11-03,3.0844
SEK,2017-11-03,0.4422
SGD,2017-11-03,0.071601
THB,2017-11-03,1.7437
TRY,2017-11-03,0.2029
USD,2017-11-03,0.052647
ZAR,2017-11-03,0.74374
AUD,2017-11-02,0.067997
BGN,2017-11-02,0.087972
BRL,2017-11-02,0.17114
CAD,2017-11-02,0.06729
CHF,2017-11-02,0.052388
CNY,2017-11-02,0.3464
CZK,2017-11-02,1.1486
DKK,2017-11-02,0.33473
EUR,2017-11-02,0.04498
GBP,2017-11-02,0.039893
HKD,2017-11-02,0.40865
HRK,2017-11-02,0.33871
HUF,2017-11-02,13.984
IDR,2017-11-02,708.57
ILS,2017-11-02,0.18372
INR,2017-11-02,3.3838
JPY,2017-11-02,5.9779
KRW,2017-11-02,58.245
MYR,2017-11-02,0.22159
NOK,2017-11-02,0.42658
NZD,2017-11-02,0.075868
PHP,2017-11-02,2.6959
PLN,2017-11-02,0.19061
RON,2017-11-02,0.20687
RUB,2017-11-02,3.0601
SEK,2017-11-02,0.43907
SGD,2017-11-02,0.071262
THB,2017-11-02,1.7348
TRY,2017-11-02,0.20025
USD,2017-11-02,0.052379
ZAR,2017-11-02,0.73264
AUD,2017-11-01,0.067948
BGN,2017-11-01,0.087799
BRL,2017-11-01,0.17126
CAD,2017-11-01,0.067274
CHF,2017-11-01,0.052254
CNY,2017-11-01,0.34462
CZK,2017-11-01,1.1473
DKK,2017-11-01,0.33406
EUR,2017-11-01,0.044891
GBP,2017-11-01,0.039228
HKD,2017-11-01,0.40668
HRK,2017-11-01,0.33758
HUF,2017-11-01,13.995
IDR,2017-11-01,708.12
ILS,2017-11-01,0.18336
INR,2017-11-01,3.3674
JPY,2017-11-01,5.9526
KRW,2017-11-01,57.977
MYR,2017-11-01,0.22058
NOK,2017-11-01,0.42472
NZD,2017-11-01,0.075714
PHP,2017-11-01,2.6938
PLN,2017-11-01,0.19006
RON,2017-11-01,0.20665
RUB,2017-11-01,3.0306
SEK,2017-11-01,0.43785
SGD,2017-11-01,0.070964
THB,2017-11-01,1.7285
TRY,2017-11-01,0.19929
USD,2017-11-01,0.052128
ZAR,2017-11-01,0.73581
AUD,2017-10-31,0.068219
BGN,2017-10-31,0.08772
BRL,2017-10-31,0.1707
CAD,2017-10-31,0.067295
CHF,2017-10-31,0.052126
CNY,2017-10-31,0.34615
CZK,2017-10-31,1.1513
DKK,2017-10-31,0.33375
EUR,2017-10-31,0.044851
GBP,2017-10-31,0.039403
HKD,2017-10-31,0.40711
HRK,2017-10-31,0.33739
HUF,2017-10-31,13.977
IDR,2017-10-31,708.06
ILS,2017-10-31,0.18385
INR,2017-10-31,3.3798
JPY,2017-10-31,5.9203
KRW,2017-10-31,58.374
MYR,2017-10-31,0.2209
NOK,2017-10-31,0.42715
NZD,2017-10-31,0.076269
PHP,2017-10-31,2.6931
PLN,2017-10-31,0.19035
RON,2017-10-31,0.20634
RUB,2017-10-31,3.0442
SEK,2017-10-31,0.43692
SGD,2017-10-31,0.071134
THB,2017-10-31,1.7335
TRY,2017-10-31,0.19808
USD,2017-10-31,0.052198
ZAR,2017-10-31,0.73708
AUD,2017-10-30,0.068308
BGN,2017-10-30,0.088194
BRL,2017-10-30,0.17041
CAD,2017-10-30,0.067271
CHF,2017-10-30,0.052322
CNY,2017-10-30,0.34797
CZK,2017-10-30,1.1564
DKK,2017-10-30,0.33554
EUR,2017-10-30,0.045094
GBP,2017-10-30,0.039674
HKD,2017-10-30,0.40846
HRK,2017-10-30,0.3392
HUF,2017-10-30,14.025
IDR,2017-10-30,710.81
ILS,2017-10-30,0.18477
INR,2017-10-30,3.3981
JPY,2017-10-30,5.9447
KRW,2017-10-30,58.892
MYR,2017-10-30,0.22189
NOK,2017-10-30,0.42767
NZD,2017-10-30,0.076407
PHP,2017-10-30,2.7092
PLN,2017-10-30,0.19134
RON,2017-10-30,0.20739
RUB,2017-10-30,3.0267
SEK,2017-10-30,0.43782
SGD,2017-10-30,0.071411
THB,2017-10-30,1.7405
TRY,2017-10-30,0.19774
USD,2017-10-30,0.052363
ZAR,2017-10-30,0.73665
AUD,2017-10-29,0.067988
BGN,2017-10-29,0.087504
BRL,2017-10-29,0.17132
CAD,2017-10-29,0.066937
CHF,2017-10-29,0.052042
CNY,2017-10-29,0.34551
CZK,2017-10-29,1.1486
DKK,2017-10-29,0.3329
EUR,2017-10-29,0.044741
GBP,2017-10-29,0.039655
HKD,2017-10-29,0.40518
HRK,2017-10-29,0.33611
HUF,2017-10-29,13.925
IDR,2017-10-29,707.75
ILS,2017-10-29,0.18396
INR,2017-10-29,3.378
JPY,2017-10-29,5.929
KRW,2017-10-29,58.584
MYR,2017-10-29,0.22025
NOK,2017-10-29,0.42659
NZD,2017-10-29,0.075947
PHP,2017-10-29,2.6922
PLN,2017-10-29,0.18998
RON,2017-10-29,0.20585
RUB,2017-10-29,3.0351
SEK,2017-10-29,0.43573
SGD,2017-10-29,0.071133
THB,2017-10-29,1.729
TRY,2017-10-29,0.19847
USD,2017-10-29,0.051922
ZAR,2017-10-29,0.7376
AUD,2017-10-28,0.067988
BGN,2017-10-28,0.087504
BRL,2017-10-28,0.17132
CAD,2017-10-28,0.066937
CHF,2017-10-28,0.052042
CNY,2017-10-28,0.34551
CZK,2017-10-28,1.1486
DKK,2017-10-28,0.3329
EUR,2017-10-28,0.044741
GBP,2017-10-28,0.039655
HKD,2017-10-28,0.40518
HRK,2017-10-28,0.33611
HUF,2017-10-28,13.925
IDR,2017-10-28,707.75
ILS,2017-10-28,0.18396
INR,2017-10-28,3.378
JPY,2017-10-28,5.929
KRW,2017-10-28,58.584
MYR,2017-10-28,0.22025
NOK,2017-10-28,0.42659
NZD,2017-10-28,0.075947
PHP,2017-10-28,2.6922
PLN,2017-10-28,0.18998
RON,2017-10-28,0.20585
RUB,2017-10-28,3.0351
SEK,2017-10-28,0.43573
SGD,2017-10-28,0.071133
THB,2017-10-28,1.729
TRY,2017-10-28,0.19847
USD,2017-10-28,0.051922
ZAR,2017-10-28,0.7376
AUD,2017-10-27,0.067988
BGN,2017-10-27,0.087504
BRL,2017-10-27,0.17132
CAD,2017-10-27,0.066937
CHF,2017-10-27,0.052042
CNY,2017-10-27,0.34551
CZK,2017-10-27,1.1486
DKK,2017-10-27,0.3329
EUR,2017-10-27,0.044741
GBP,2017-10-27,0.039655
HKD,2017-10-27,0.40518
HRK,2017-10-27,0.33611
HUF,2017-10-27,13.925
IDR,2017-10-27,707.75
ILS,2017-10-27,0.18396
INR,2017-10-27,3.378
JPY,2017-10-27,5.929
KRW,2017-10-27,58.584
MYR,2017-10-27,0.22025
NOK,2017-10-27,0.42659
NZD,2017-10-27,0.075947
PHP,2017-10-27,2.6922
PLN,2017-10-27,0.18998
RON,2017-10-27,0.20585
RUB,2017-10-27,3.0351
SEK,2017-10-27,0.43573
SGD,2017-10-27,0.071133
THB,2017-10-27,1.729
TRY,2017-10-27,0.19847
USD,2017-10-27,0.051922
ZAR,2017-10-27,0.7376
AUD,2017-10-26,0.068169
BGN,2017-10-26,0.087437
BRL,2017-10-26,0.17002
CAD,2017-10-26,0.067243
CHF,2017-10-26,0.052209
CNY,2017-10-26,0.34873
CZK,2017-10-26,1.144
DKK,2017-10-26,0.33276
EUR,2017-10-26,0.044707
GBP,2017-10-26,0.039793
HKD,2017-10-26,0.40997
HRK,2017-10-26,0.33599
HUF,2017-10-26,13.873
IDR,2017-10-26,714.5
ILS,2017-10-26,0.18483
INR,2017-10-26,3.408
JPY,2017-10-26,5.9795
KRW,2017-10-26,59.031
MYR,2017-10-26,0.22247
NOK,2017-10-26,0.42411
NZD,2017-10-26,0.076529
PHP,2017-10-26,2.7244
PLN,2017-10-26,0.18933
RON,2017-10-26,0.20557
RUB,2017-10-26,3.0293
SEK,2017-10-26,0.43463
SGD,2017-10-26,0.071575
THB,2017-10-26,1.7424
