currency,date,rates
PHP,2018-01-23,2.7101
PLN,2018-01-23,0.1808
RON,2018-01-23,0.20254
RUB,2018-01-23,3.0007
SEK,2018-01-23,0.42686
SGD,2018-01-23,0.070081
THB,2018-01-23,1.6906
TRY,2018-01-23,0.20074
USD,2018-01-23,0.053113
ZAR,2018-01-23,0.64413
AUD,2018-01-22,0.067031
BGN,2018-01-22,0.085758
BRL,2018-01-22,0.17137
CAD,2018-01-22,0.066956
CHF,2018-01-22,0.051583
CNY,2018-01-22,0.34366
CZK,2018-01-22,1.1137
DKK,2018-01-22,0.32641
EUR,2018-01-22,0.043848
GBP,2018-01-22,0.038624
HKD,2018-01-22,0.41958
HRK,2018-01-22,0.32603
HUF,2018-01-22,13.578
IDR,2018-01-22,716.57
ILS,2018-01-22,0.18353
INR,2018-01-22,3.4299
JPY,2018-01-22,5.9484
KRW,2018-01-22,57.441
MYR,2018-01-22,0.21117
NOK,2018-01-22,0.42192
NZD,2018-01-22,0.073481
PHP,2018-01-22,2.7312
PLN,2018-01-22,0.18288
RON,2018-01-22,0.20464
RUB,2018-01-22,3.0379
SEK,2018-01-22,0.4312
SGD,2018-01-22,0.070819
THB,2018-01-22,1.7098
TRY,2018-01-22,0.20412
USD,2018-01-22,0.053666
ZAR,2018-01-22,0.64935
AUD,2018-01-21,0.067067
BGN,2018-01-21,0.085721
BRL,2018-01-21,0.1723
CAD,2018-01-21,0.066822
CHF,2018-01-21,0.051534
CNY,2018-01-21,0.34397
CZK,2018-01-21,1.1147
DKK,2018-01-21,0.32632
EUR,2018-01-21,0.043829
GBP,2018-01-21,0.038729
HKD,2018-01-21,0.41994
HRK,2018-01-21,0.32588
HUF,2018-01-21,13.552
IDR,2018-01-21,715.11
ILS,2018-01-21,0.18337
INR,2018-01-21,3.4291
JPY,2018-01-21,5.9406
KRW,2018-01-21,57.28
MYR,2018-01-21,0.21152
NOK,2018-01-21,0.42182
NZD,2018-01-21,0.073768
PHP,2018-01-21,2.7234
PLN,2018-01-21,0.18284
RON,2018-01-21,0.20422
RUB,2018-01-21,3.0387
SEK,2018-01-21,0.43098
SGD,2018-01-21,0.070906
THB,2018-01-21,1.7124
TRY,2018-01-21,0.20405
USD,2018-01-21,0.053712
ZAR,2018-01-21,0.65546
AUD,2018-01-20,0.067067
BGN,2018-01-20,0.085721
BRL,2018-01-20,0.1723
CAD,2018-01-20,0.066822
CHF,2018-01-20,0.051534
CNY,2018-01-20,0.34397
CZK,2018-01-20,1.1147
DKK,2018-01-20,0.32632
EUR,2018-01-20,0.043829
GBP,2018-01-20,0.038729
HKD,2018-01-20,0.41994
HRK,2018-01-20,0.32588
HUF,2018-01-20,13.552
IDR,2018-01-20,715.11
ILS,2018-01-20,0.18337
INR,2018-01-20,3.4291
JPY,2018-01-20,5.9406
KRW,2018-01-20,57.28
MYR,2018-01-20,0.21152
NOK,2018-01-20,0.42182
NZD,2018-01-20,0.073768
PHP,2018-01-20,2.7234
PLN,2018-01-20,0.18284
RON,2018-01-20,0.20422
RUB,2018-01-20,3.0387
SEK,2018-01-20,0.43098
SGD,2018-01-20,0.070906
THB,2018-01-20,1.7124
TRY,2018-01-20,0.20405
USD,2018-01-20,0.053712
ZAR,2018-01-20,0.65546
AUD,2018-01-19,0.067067
BGN,2018-01-19,0.085721
BRL,2018-01-19,0.1723
CAD,2018-01-19,0.066822
CHF,2018-01-19,0.051534
CNY,2018-01-19,0.34397
CZK,2018-01-19,1.1147
DKK,2018-01-19,0.32632
EUR,2018-01-19,0.043829
GBP,2018-01-19,0.038729
HKD,2018-01-19,0.41994
HRK,2018-01-19,0.32588
HUF,2018-01-19,13.552
IDR,2018-01-19,715.11
ILS,2018-01-19,0.18337
INR,2018-01-19,3.4291
JPY,2018-01-19,5.9406
KRW,2018-01-19,57.28
MYR,2018-01-19,0.21152
NOK,2018-01-19,0.42182
NZD,2018-01-19,0.073768
PHP,2018-01-19,2.7234
PLN,2018-01-19,0.18284
RON,2018-01-19,0.20422
RUB,2018-01-19,3.0387
SEK,2018-01-19,0.43098
SGD,2018-01-19,0.070906
THB,2018-01-19,1.7124
TRY,2018-01-19,0.20405
USD,2018-01-19,0.053712
ZAR,2018-01-19,0.65546
AUD,2018-01-18,0.067103
BGN,2018-01-18,0.085717
BRL,2018-01-18,0.17233
CAD,2018-01-18,0.066744
CHF,2018-01-18,0.051488
CNY,2018-01-18,0.3444
CZK,2018-01-18,1.1117
DKK,2018-01-18,0.3264
EUR,2018-01-18,0.043827
GBP,2018-01-18,0.038659
HKD,2018-01-18,0.4192
HRK,2018-01-18,0.32611
HUF,2018-01-18,13.521
IDR,2018-01-18,715.48
ILS,2018-01-18,0.18385
INR,2018-01-18,3.4238
JPY,2018-01-18,5.9635
KRW,2018-01-18,57.264
MYR,2018-01-18,0.21211
NOK,2018-01-18,0.4208
NZD,2018-01-18,0.07345
PHP,2018-01-18,2.7203
PLN,2018-01-18,0.18261
RON,2018-01-18,0.20371
RUB,2018-01-18,3.0334
SEK,2018-01-18,0.43084
SGD,2018-01-18,0.07089
THB,2018-01-18,1.7116
TRY,2018-01-18,0.20324
USD,2018-01-18,0.053622
ZAR,2018-01-18,0.65758
AUD,2018-01-17,0.06676
BGN,2018-01-17,0.085261
BRL,2018-01-17,0.17218
CAD,2018-01-17,0.066197
CHF,2018-01-17,0.051327
CNY,2018-01-17,0.34233
CZK,2018-01-17,1.1093
DKK,2018-01-17,0.32464
EUR,2018-01-17,0.043594
GBP,2018-01-17,0.03861
HKD,2018-01-17,0.41595
HRK,2018-01-17,0.32375
HUF,2018-01-17,13.46
IDR,2018-01-17,710.67
ILS,2018-01-17,0.18384
INR,2018-01-17,3.4008
JPY,2018-01-17,5.8943
KRW,2018-01-17,56.829
MYR,2018-01-17,0.21073
NOK,2018-01-17,0.41946
NZD,2018-01-17,0.073238
PHP,2018-01-17,2.7036
PLN,2018-01-17,0.18184
RON,2018-01-17,0.20302
RUB,2018-01-17,3.0248
SEK,2018-01-17,0.42907
SGD,2018-01-17,0.070417
THB,2018-01-17,1.7002
TRY,2018-01-17,0.20338
USD,2018-01-17,0.053198
ZAR,2018-01-17,0.65618
AUD,2018-01-16,0.066985
BGN,2018-01-16,0.085187
BRL,2018-01-16,0.17119
CAD,2018-01-16,0.066179
CHF,2018-01-16,0.051374
CNY,2018-01-16,0.34313
CZK,2018-01-16,1.1114
DKK,2018-01-16,0.32446
EUR,2018-01-16,0.043556
GBP,2018-01-16,0.038704
HKD,2018-01-16,0.41674
HRK,2018-01-16,0.32334
HUF,2018-01-16,13.448
IDR,2018-01-16,710.48
ILS,2018-01-16,0.18192
INR,2018-01-16,3.4117
JPY,2018-01-16,5.8975
KRW,2018-01-16,56.727
MYR,2018-01-16,0.21121
NOK,2018-01-16,0.41948
NZD,2018-01-16,0.073209
PHP,2018-01-16,2.6978
PLN,2018-01-16,0.18168
RON,2018-01-16,0.20246
RUB,2018-01-16,3.0064
SEK,2018-01-16,0.42784
SGD,2018-01-16,0.070495
THB,2018-01-16,1.7036
TRY,2018-01-16,0.20226
USD,2018-01-16,0.053269
ZAR,2018-01-16,0.65321
AUD,2018-01-15,0.066756
BGN,2018-01-15,0.084593
BRL,2018-01-15,0.16971
CAD,2018-01-15,0.066016
CHF,2018-01-15,0.051034
CNY,2018-01-15,0.34187
CZK,2018-01-15,1.1043
DKK,2018-01-15,0.32221
EUR,2018-01-15,0.043253
GBP,2018-01-15,0.038513
HKD,2018-01-15,0.41544
HRK,2018-01-15,0.32154
HUF,2018-01-15,13.361
IDR,2018-01-15,706.62
ILS,2018-01-15,0.18052
INR,2018-01-15,3.3728
JPY,2018-01-15,5.8741
KRW,2018-01-15,56.475
MYR,2018-01-15,0.21007
NOK,2018-01-15,0.41829
NZD,2018-01-15,0.072785
PHP,2018-01-15,2.671
PLN,2018-01-15,0.1803
RON,2018-01-15,0.20016
RUB,2018-01-15,2.9967
SEK,2018-01-15,0.42532
SGD,2018-01-15,0.070169
THB,2018-01-15,1.6952
TRY,2018-01-15,0.20087
USD,2018-01-15,0.053101
ZAR,2018-01-15,0.65324
AUD,2018-01-14,0.066464
BGN,2018-01-14,0.084316
BRL,2018-01-14,0.16796
CAD,2018-01-14,0.065503
CHF,2018-01-14,0.050815
CNY,2018-01-14,0.33806
CZK,2018-01-14,1.1002
DKK,2018-01-14,0.32112
EUR,2018-01-14,0.043111
GBP,2018-01-14,0.038361
HKD,2018-01-14,0.40939
HRK,2018-01-14,0.32098
HUF,2018-01-14,13.31
IDR,2018-01-14,697.53
ILS,2018-01-14,0.17793
INR,2018-01-14,3.3278
JPY,2018-01-14,5.8148
KRW,2018-01-14,55.591
MYR,2018-01-14,0.20803
NOK,2018-01-14,0.41641
NZD,2018-01-14,0.072107
PHP,2018-01-14,2.636
PLN,2018-01-14,0.17987
RON,2018-01-14,0.19987
RUB,2018-01-14,2.962
SEK,2018-01-14,0.424
SGD,2018-01-14,0.069421
THB,2018-01-14,1.6728
TRY,2018-01-14,0.19653
USD,2018-01-14,0.052324
ZAR,2018-01-14,0.64873
AUD,2018-01-13,0.066464
BGN,2018-01-13,0.084316
BRL,2018-01-13,0.16796
CAD,2018-01-13,0.065503
CHF,2018-01-13,0.050815
CNY,2018-01-13,0.33806
CZK,2018-01-13,1.1002
DKK,2018-01-13,0.32112
EUR,2018-01-13,0.043111
GBP,2018-01-13,0.038361
HKD,2018-01-13,0.40939
HRK,2018-01-13,0.32098
HUF,2018-01-13,13.31
IDR,2018-01-13,697.53
ILS,2018-01-13,0.17793
INR,2018-01-13,3.3278
JPY,2018-01-13,5.8148
KRW,2018-01-13,55.591
MYR,2018-01-13,0.20803
NOK,2018-01-13,0.41641
NZD,2018-01-13,0.072107
PHP,2018-01-13,2.636
PLN,2018-01-13,0.17987
RON,2018-01-13,0.19987
RUB,2018-01-13,2.962
SEK,2018-01-13,0.424
SGD,2018-01-13,0.069421
THB,2018-01-13,1.6728
TRY,2018-01-13,0.19653
USD,2018-01-13,0.052324
ZAR,2018-01-13,0.64873
AUD,2018-01-12,0.066464
BGN,2018-01-12,0.084316
BRL,2018-01-12,0.16796
CAD,2018-01-12,0.065503
CHF,2018-01-12,0.050815
CNY,2018-01-12,0.33806
CZK,2018-01-12,1.1002
DKK,2018-01-12,0.32112
EUR,2018-01-12,0.043111
GBP,2018-01-12,0.038361
HKD,2018-01-12,0.40939
HRK,2018-01-12,0.32098
HUF,2018-01-12,13.31
IDR,2018-01-12,697.53
ILS,2018-01-12,0.17793
INR,2018-01-12,3.3278
JPY,2018-01-12,5.8148
KRW,2018-01-12,55.591
MYR,2018-01-12,0.20803
NOK,2018-01-12,0.41641
NZD,2018-01-12,0.072107
PHP,2018-01-12,2.636
PLN,2018-01-12,0.17987
RON,2018-01-12,0.19987
RUB,2018-01-12,2.962
SEK,2018-01-12,0.424
SGD,2018-01-12,0.069421
THB,2018-01-12,1.6728
TRY,2018-01-12,0.19653
USD,2018-01-12,0.052324
ZAR,2018-01-12,0.64873
AUD,2018-01-11,0.06557
BGN,2018-01-11,0.083922
BRL,2018-01-11,0.16674
CAD,2018-01-11,0.064763
CHF,2018-01-11,0.050358
CNY,2018-01-11,0.33524
CZK,2018-01-11,1.0962
DKK,2018-01-11,0.31956
EUR,2018-01-11,0.042909
GBP,2018-01-11,0.038221
HKD,2018-01-11,0.40336
HRK,2018-01-11,0.31984
HUF,2018-01-11,13.277
IDR,2018-01-11,690.92
ILS,2018-01-11,0.1765
INR,2018-01-11,3.284
JPY,2018-01-11,5.758
KRW,2018-01-11,55.023
MYR,2018-01-11,0.20556
NOK,2018-01-11,0.41508
NZD,2018-01-11,0.071457
PHP,2018-01-11,2.5998
PLN,2018-01-11,0.1793
RON,2018-01-11,0.19915
RUB,2018-01-11,2.9378
SEK,2018-01-11,0.42138
SGD,2018-01-11,0.068681
THB,2018-01-11,1.6503
TRY,2018-01-11,0.19587
USD,2018-01-11,0.051564
ZAR,2018-01-11,0.64252
AUD,2018-01-10,0.0661
BGN,2018-01-10,0.084557
BRL,2018-01-10,0.1684
CAD,2018-01-10,0.064553
CHF,2018-01-10,0.050692
CNY,2018-01-10,0.33721
CZK,2018-01-10,1.1055
DKK,2018-01-10,0.32196
EUR,2018-01-10,0.043234
GBP,2018-01-10,0.038335
HKD,2018-01-10,0.40557
HRK,2018-01-10,0.32206
HUF,2018-01-10,13.399
IDR,2018-01-10,696.33
ILS,2018-01-10,0.17782
INR,2018-01-10,3.2971
JPY,2018-01-10,5.7769
KRW,2018-01-10,55.383
MYR,2018-01-10,0.20754
NOK,2018-01-10,0.41698
NZD,2018-01-10,0.072002
PHP,2018-01-10,2.621
PLN,2018-01-10,0.18078
RON,2018-01-10,0.20058
RUB,2018-01-10,2.9571
SEK,2018-01-10,0.42417
SGD,2018-01-10,0.069092
THB,2018-01-10,1.6648
TRY,2018-01-10,0.19692
USD,2018-01-10,0.051846
ZAR,2018-01-10,0.64509
AUD,2018-01-09,0.066469
BGN,2018-01-09,0.085291
BRL,2018-01-09,0.1682
CAD,2018-01-09,0.064655
CHF,2018-01-09,0.05114
CNY,2018-01-09,0.33956
CZK,2018-01-09,1.1136
DKK,2018-01-09,0.32475
EUR,2018-01-09,0.043609
GBP,2018-01-09,0.038494
HKD,2018-01-09,0.40697
HRK,2018-01-09,0.32478
HUF,2018-01-09,13.491
IDR,2018-01-09,699.45
ILS,2018-01-09,0.17922
INR,2018-01-09,3.3153
JPY,2018-01-09,5.8571
KRW,2018-01-09,55.593
MYR,2018-01-09,0.20863
NOK,2018-01-09,0.42177
NZD,2018-01-09,0.072395
PHP,2018-01-09,2.6163
PLN,2018-01-09,0.18226
RON,2018-01-09,0.20291
RUB,2018-01-09,2.9678
SEK,2018-01-09,0.42863
SGD,2018-01-09,0.069478
THB,2018-01-09,1.6781
TRY,2018-01-09,0.19556
USD,2018-01-09,0.052034
ZAR,2018-01-09,0.64254
AUD,2018-01-08,0.066238
BGN,2018-01-08,0.084733
BRL,2018-01-08,0.1682
CAD,2018-01-08,0.064466
CHF,2018-01-08,0.050728
CNY,2018-01-08,0.33713
CZK,2018-01-08,1.1058
DKK,2018-01-08,0.32262
EUR,2018-01-08,0.043324
GBP,2018-01-08,0.038304
HKD,2018-01-08,0.40575
HRK,2018-01-08,0.32242
HUF,2018-01-08,13.38
IDR,2018-01-08,696.86
ILS,2018-01-08,0.17852
INR,2018-01-08,3.2943
JPY,2018-01-08,5.8634
KRW,2018-01-08,55.363
MYR,2018-01-08,0.20765
NOK,2018-01-08,0.4193
NZD,2018-01-08,0.072359
PHP,2018-01-08,2.6035
PLN,2018-01-08,0.1805
RON,2018-01-08,0.20018
RUB,2018-01-08,2.9624
SEK,2018-01-08,0.42529
SGD,2018-01-08,0.069127
THB,2018-01-08,1.6708
TRY,2018-01-08,0.19447
USD,2018-01-08,0.051872
ZAR,2018-01-08,0.64518
AUD,2018-01-07,0.065851
BGN,2018-01-07,0.083843
BRL,2018-01-07,0.16743
CAD,2018-01-07,0.064595
CHF,2018-01-07,0.050401
CNY,2018-01-07,0.33502
CZK,2018-01-07,1.0972
DKK,2018-01-07,0.3192
EUR,2018-01-07,0.042869
GBP,2018-01-07,0.038103
HKD,2018-01-07,0.40377
HRK,2018-01-07,0.31873
HUF,2018-01-07,13.237
IDR,2018-01-07,692.93
ILS,2018-01-07,0.17749
INR,2018-01-07,3.2721
JPY,2018-01-07,5.8494
KRW,2018-01-07,54.923
MYR,2018-01-07,0.20654
NOK,2018-01-07,0.41762
NZD,2018-01-07,0.072178
PHP,2018-01-07,2.5749
PLN,2018-01-07,0.17814
RON,2018-01-07,0.1987
RUB,2018-01-07,2.9482
SEK,2018-01-07,0.42148
SGD,2018-01-07,0.06856
THB,2018-01-07,1.6622
TRY,2018-01-07,0.19345
USD,2018-01-07,0.051635
ZAR,2018-01-07,0.63827
AUD,2018-01-06,0.065851
BGN,2018-01-06,0.083843
BRL,2018-01-06,0.16743
CAD,2018-01-06,0.064595
CHF,2018-01-06,0.050401
CNY,2018-01-06,0.33502
CZK,2018-01-06,1.0972
DKK,2018-01-06,0.3192
EUR,2018-01-06,0.042869
GBP,2018-01-06,0.038103
HKD,2018-01-06,0.40377
HRK,2018-01-06,0.31873
HUF,2018-01-06,13.237
IDR,2018-01-06,692.93
ILS,2018-01-06,0.17749
INR,2018-01-06,3.2721
JPY,2018-01-06,5.8494
KRW,2018-01-06,54.923
MYR,2018-01-06,0.20654
NOK,2018-01-06,0.41762
NZD,2018-01-06,0.072178
PHP,2018-01-06,2.5749
PLN,2018-01-06,0.17814
RON,2018-01-06,0.1987
RUB,2018-01-06,2.9482
SEK,2018-01-06,0.42148
SGD,2018-01-06,0.06856
THB,2018-01-06,1.6622
TRY,2018-01-06,0.19345
USD,2018-01-06,0.051635
ZAR,2018-01-06,0.63827
AUD,2018-01-05,0.065851
BGN,2018-01-05,0.083843
BRL,2018-01-05,0.16743
CAD,2018-01-05,0.064595
CHF,2018-01-05,0.050401
CNY,2018-01-05,0.33502
CZK,2018-01-05,1.0972
DKK,2018-01-05,0.3192
EUR,2018-01-05,0.042869
GBP,2018-01-05,0.038103
HKD,2018-01-05,0.40377
HRK,2018-01-05,0.31873
HUF,2018-01-05,13.237
IDR,2018-01-05,692.93
ILS,2018-01-05,0.17749
INR,2018-01-05,3.2721
JPY,2018-01-05,5.8494
KRW,2018-01-05,54.923
MYR,2018-01-05,0.20654
NOK,2018-01-05,0.41762
NZD,2018-01-05,0.072178
PHP,2018-01-05,2.5749
PLN,2018-01-05,0.17814
RON,2018-01-05,0.1987
RUB,2018-01-05,2.9482
SEK,2018-01-05,0.42148
SGD,2018-01-05,0.06856
THB,2018-01-05,1.6622
TRY,2018-01-05,0.19345
USD,2018-01-05,0.051635
ZAR,2018-01-05,0.63827
AUD,2018-01-04,0.066023
BGN,2018-01-04,0.083861
BRL,2018-01-04,0.16748
CAD,2018-01-04,0.064806
CHF,2018-01-04,0.050437
CNY,2018-01-04,0.33608
CZK,2018-01-04,1.094
DKK,2018-01-04,0.31922
EUR,2018-01-04,0.042878
GBP,2018-01-04,0.038206
HKD,2018-01-04,0.40444
HRK,2018-01-04,0.31882
HUF,2018-01-04,13.229
IDR,2018-01-04,694.24
ILS,2018-01-04,0.17828
INR,2018-01-04,3.2801
JPY,2018-01-04,5.828
KRW,2018-01-04,55.017
MYR,2018-01-04,0.20755
NOK,2018-01-04,0.41872
NZD,2018-01-04,0.072708
PHP,2018-01-04,2.5753
PLN,2018-01-04,0.17818
RON,2018-01-04,0.19848
RUB,2018-01-04,2.9556
SEK,2018-01-04,0.42115
SGD,2018-01-04,0.068789
THB,2018-01-04,1.6668
TRY,2018-01-04,0.19452
USD,2018-01-04,0.051732
ZAR,2018-01-04,0.63665
AUD,2018-01-03,0.065596
BGN,2018-01-03,0.083638
BRL,2018-01-03,0.16779
CAD,2018-01-03,0.064347
CHF,2018-01-03,0.050188
CNY,2018-01-03,0.33428
CZK,2018-01-03,1.0924
DKK,2018-01-03,0.31835
EUR,2018-01-03,0.042764
GBP,2018-01-03,0.037906
HKD,2018-01-03,0.40192
HRK,2018-01-03,0.31821
HUF,2018-01-03,13.227
IDR,2018-01-03,691.8
ILS,2018-01-03,0.17785
INR,2018-01-03,3.2649
JPY,2018-01-03,5.7719
KRW,2018-01-03,54.798
MYR,2018-01-03,0.20643
NOK,2018-01-03,0.4167
NZD,2018-01-03,0.072451
PHP,2018-01-03,2.5653
PLN,2018-01-03,0.17812
RON,2018-01-03,0.19823
RUB,2018-01-03,2.9548
SEK,2018-01-03,0.42016
SGD,2018-01-03,0.068372
THB,2018-01-03,1.6725
TRY,2018-01-03,0.19374
USD,2018-01-03,0.051415
ZAR,2018-01-03,0.6365
AUD,2018-01-02,0.06544
BGN,2018-01-02,0.083038
BRL,2018-01-02,0.16772
CAD,2018-01-02,0.06423
CHF,2018-01-02,0.049752
CNY,2018-01-02,0.3326
CZK,2018-01-02,1.0824
DKK,2018-01-02,0.31604
EUR,2018-01-02,0.042457
GBP,2018-01-02,0.037767
HKD,2018-01-02,0.4003
HRK,2018-01-02,0.3169
HUF,2018-01-02,13.102
IDR,2018-01-02,690.61
ILS,2018-01-02,0.17702
INR,2018-01-02,3.2522
JPY,2018-01-02,5.7466
KRW,2018-01-02,54.413
MYR,2018-01-02,0.2059
NOK,2018-01-02,0.41501
NZD,2018-01-02,0.071987
PHP,2018-01-02,2.5531
PLN,2018-01-02,0.17676
RON,2018-01-02,0.19753
RUB,2018-01-02,2.9346
SEK,2018-01-02,0.41728
SGD,2018-01-02,0.068064
THB,2018-01-02,1.6607
TRY,2018-01-02,0.1925
USD,2018-01-02,0.051225
ZAR,2018-01-02,0.63262
AUD,2018-01-01,0.064858
BGN,2018-01-01,0.082659
BRL,2018-01-01,0.16791
CAD,2018-01-01,0.06356
CHF,2018-01-01,0.049457
CNY,2018-01-01,0.32984
CZK,2018-01-01,1.0792
DKK,2018-01-01,0.31465
EUR,2018-01-01,0.042264
GBP,2018-01-01,0.037498
HKD,2018-01-01,0.39609
HRK,2018-01-01,0.31444
HUF,2018-01-01,13.116
IDR,2018-01-01,686.32
ILS,2018-01-01,0.17596
INR,2018-01-01,3.2376
JPY,2018-01-01,5.706
KRW,2018-01-01,54.081
MYR,2018-01-01,0.20513
NOK,2018-01-01,0.41589
NZD,2018-01-01,0.071214
PHP,2018-01-01,2.5272
PLN,2018-01-01,0.17654
RON,2018-01-01,0.19689
RUB,2018-01-01,2.9328
SEK,2018-01-01,0.41603
SGD,2018-01-01,0.067723
THB,2018-01-01,1.6534
TRY,2018-01-01,0.19215
USD,2018-01-01,0.050687
ZAR,2018-01-01,0.62571
AUD,2017-12-31,0.064858
BGN,2017-12-31,0.082659
BRL,2017-12-31,0.16791
CAD,2017-12-31,0.06356
CHF,2017-12-31,0.049457
CNY,2017-12-31,0.32984
CZK,2017-12-31,1.0792
DKK,2017-12-31,0.31465
EUR,2017-12-31,0.042264
GBP,2017-12-31,0.037498
HKD,2017-12-31,0.39609
HRK,2017-12-31,0.31444
HUF,2017-12-31,13.116
IDR,2017-12-31,686.32
ILS,2017-12-31,0.17596
INR,2017-12-31,3.2376
JPY,2017-12-31,5.706
KRW,2017-12-31,54.081
MYR,2017-12-31,0.20513
NOK,2017-12-31,0.41589
NZD,2017-12-31,0.071214
PHP,2017-12-31,2.5272
PLN,2017-12-31,0.17654
RON,2017-12-31,0.19689
RUB,2017-12-31,2.9328
SEK,2017-12-31,0.41603
SGD,2017-12-31,0.067723
THB,2017-12-31,1.6534
TRY,2017-12-31,0.19215
USD,2017-12-31,0.050687
ZAR,2017-12-31,0.62571
AUD,2017-12-30,0.064858
BGN,2017-12-30,0.082659
BRL,2017-12-30,0.16791
CAD,2017-12-30,0.06356
CHF,2017-12-30,0.049457
CNY,2017-12-30,0.32984
CZK,2017-12-30,1.0792
DKK,2017-12-30,0.31465
EUR,2017-12-30,0.042264
GBP,2017-12-30,0.037498
HKD,2017-12-30,0.39609
HRK,2017-12-30,0.31444
HUF,2017-12-30,13.116
IDR,2017-12-30,686.32
ILS,2017-12-30,0.17596
INR,2017-12-30,3.2376
JPY,2017-12-30,5.706
KRW,2017-12-30,54.081
MYR,2017-12-30,0.20513
NOK,2017-12-30,0.41589
NZD,2017-12-30,0.071214
PHP,2017-12-30,2.5272
PLN,2017-12-30,0.17654
RON,2017-12-30,0.19689
RUB,2017-12-30,2.9328
SEK,2017-12-30,0.41603
SGD,2017-12-30,0.067723
THB,2017-12-30,1.6534
TRY,2017-12-30,0.19215
USD,2017-12-30,0.050687
ZAR,2017-12-30,0.62571
AUD,2017-12-29,0.064858
BGN,2017-12-29,0.082659
BRL,2017-12-29,0.16791
CAD,2017-12-29,0.06356
CHF,2017-12-29,0.049457
CNY,2017-12-29,0.32984
CZK,2017-12-29,1.0792
DKK,2017-12-29,0.31465
EUR,2017-12-29,0.042264
GBP,2017-12-29,0.037498
HKD,2017-12-29,0.39609
HRK,2017-12-29,0.31444
HUF,2017-12-29,13.116
IDR,2017-12-29,686.32
ILS,2017-12-29,0.17596
INR,2017-12-29,3.2376
JPY,2017-12-29,5.706
KRW,2017-12-29,54.081
MYR,2017-12-29,0.20513
NOK,2017-12-29,0.41589
NZD,2017-12-29,0.071214
PHP,2017-12-29,2.5272
PLN,2017-12-29,0.17654
RON,2017-12-29,0.19689
RUB,2017-12-29,2.9328
SEK,2017-12-29,0.41603
SGD,2017-12-29,0.067723
THB,2017-12-29,1.6534
TRY,2017-12-29,0.19215
USD,2017-12-29,0.050687
ZAR,2017-12-29,0.62571
AUD,2017-12-28,0.065326
BGN,2017-12-28,0.083343
BRL,2017-12-28,0.1683
CAD,2017-12-28,0.064128
CHF,2017-12-28,0.049874
CNY,2017-12-28,0.33239
CZK,2017-12-28,1.0928
DKK,2017-12-28,0.31728
EUR,2017-12-28,0.042613
GBP,2017-12-28,0.037827
HKD,2017-12-28,0.39747
HRK,2017-12-28,0.32009
HUF,2017-12-28,13.223
IDR,2017-12-28,689.69
ILS,2017-12-28,0.1769
INR,2017-12-28,3.2587
JPY,2017-12-28,5.7417
KRW,2017-12-28,54.391
MYR,2017-12-28,0.2068
NOK,2017-12-28,0.42046
NZD,2017-12-28,0.071829
PHP,2017-12-28,2.5381
PLN,2017-12-28,0.17816
RON,2017-12-28,0.19824
RUB,2017-12-28,2.9317
SEK,2017-12-28,0.41953
SGD,2017-12-28,0.068044
THB,2017-12-28,1.6589
TRY,2017-12-28,0.19371
USD,2017-12-28,0.050854
ZAR,2017-12-28,0.62778
AUD,2017-12-27,0.065114
BGN,2017-12-27,0.083148
BRL,2017-12-27,0.16664
CAD,2017-12-27,0.063889
CHF,2017-12-27,0.050047
CNY,2017-12-27,0.3315
CZK,2017-12-27,1.0985
DKK,2017-12-27,0.31651
EUR,2017-12-27,0.042513
GBP,2017-12-27,0.037664
HKD,2017-12-27,0.39517
HRK,2017-12-27,0.32054
HUF,2017-12-27,13.221
IDR,2017-12-27,685.44
ILS,2017-12-27,0.17614
INR,2017-12-27,3.2443
JPY,2017-12-27,5.7266
KRW,2017-12-27,54.319
MYR,2017-12-27,0.20611
NOK,2017-12-27,0.4192
NZD,2017-12-27,0.071529
PHP,2017-12-27,2.5266
PLN,2017-12-27,0.17806
RON,2017-12-27,0.19768
RUB,2017-12-27,2.9163
SEK,2017-12-27,0.41972
SGD,2017-12-27,0.067754
THB,2017-12-27,1.6592
TRY,2017-12-27,0.19333
USD,2017-12-27,0.05057
ZAR,2017-12-27,0.62967
AUD,2017-12-26,0.06641
BGN,2017-12-26,0.084571
BRL,2017-12-26,0.17015
CAD,2017-12-26,0.065109
CHF,2017-12-26,0.050744
CNY,2017-12-26,0.33704
CZK,2017-12-26,1.1135
DKK,2017-12-26,0.3219
EUR,2017-12-26,0.043241
GBP,2017-12-26,0.038298
HKD,2017-12-26,0.40062
HRK,2017-12-26,0.32613
HUF,2017-12-26,13.484
IDR,2017-12-26,694.89
ILS,2017-12-26,0.17861
INR,2017-12-26,3.2823
JPY,2017-12-26,5.8103
KRW,2017-12-26,55.189
MYR,2017-12-26,0.20909
NOK,2017-12-26,0.42793
NZD,2017-12-26,0.073095
PHP,2017-12-26,2.5678
PLN,2017-12-26,0.18151
RON,2017-12-26,0.20073
RUB,2017-12-26,2.9878
SEK,2017-12-26,0.4295
SGD,2017-12-26,0.068879
THB,2017-12-26,1.6791
TRY,2017-12-26,0.19567
USD,2017-12-26,0.051254
ZAR,2017-12-26,0.65117
AUD,2017-12-25,0.06641
BGN,2017-12-25,0.084571
BRL,2017-12-25,0.17015
CAD,2017-12-25,0.065109
CHF,2017-12-25,0.050744
CNY,2017-12-25,0.33704
CZK,2017-12-25,1.1135
DKK,2017-12-25,0.3219
